fighter,opp,date,division,secs,sig_l,sig_a,sig_l_opp,sig_a_opp,td_l,td_a,td_l_opp,td_a_opp,ctrl,sub,kd,kd_abs,won,decided,won_by_ko,lost_by_ko,won_by_sub,won_by_dec,year
Tim Means,George Sullivan,2015-04-18,Welterweight,821,48,130,39,164,2,2,0,5,226,1,1,0,1,1,0,0,1,0,2015
Chris Camozzi,Jacare Souza,2015-04-18,Middleweight,153,7,14,6,9,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2015
Jacare Souza,Chris Camozzi,2015-04-18,Middleweight,153,6,9,7,14,1,1,0,0,89,1,0,0,1,1,0,0,1,0,2015
Beneil Dariush,Jim Miller,2015-04-18,Lightweight,900,27,54,11,27,2,4,0,0,717,1,0,0,1,1,0,0,0,1,2015
Jim Miller,Beneil Dariush,2015-04-18,Lightweight,900,11,27,27,54,0,0,2,4,17,3,0,0,0,1,0,0,0,0,2015
Luke Rockhold,Lyoto Machida,2015-04-18,Middleweight,451,23,44,13,27,1,1,0,0,191,2,0,0,1,1,0,0,1,0,2015
Lyoto Machida,Luke Rockhold,2015-04-18,Middleweight,451,13,27,23,44,0,0,1,1,85,0,0,0,0,1,0,0,0,0,2015
Ovince Saint Preux,Patrick Cummins,2015-04-18,Light Heavyweight,294,18,41,14,23,0,1,1,3,4,0,1,0,1,1,1,0,0,0,2015
Patrick Cummins,Ovince Saint Preux,2015-04-18,Light Heavyweight,294,14,23,18,41,1,3,0,1,48,0,0,1,0,1,0,1,0,0,2015
Aljamain Sterling,Takeya Mizugaki,2015-04-18,Bantamweight,731,32,54,13,42,3,15,0,1,455,1,0,0,1,1,0,0,1,0,2015
Takeya Mizugaki,Aljamain Sterling,2015-04-18,Bantamweight,731,13,42,32,54,0,1,3,15,31,0,0,0,0,1,0,0,0,0,2015
Anthony Pettis,Charles Oliveira,2016-08-27,Featherweight,709,53,87,41,86,0,0,4,11,191,1,0,0,1,1,0,0,1,0,2016
Charles Oliveira,Anthony Pettis,2016-08-27,Featherweight,709,41,86,53,87,4,11,0,0,296,0,0,0,0,1,0,0,0,0,2016
Chad Laprise,Thibault Gouti,2016-08-27,Lightweight,96,17,35,4,16,0,0,0,0,31,0,2,0,1,1,1,0,0,0,2016
Thibault Gouti,Chad Laprise,2016-08-27,Lightweight,96,4,16,17,35,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2016
Carlos Condit,Demian Maia,2016-08-27,Welterweight,112,1,6,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2016
Demian Maia,Carlos Condit,2016-08-27,Welterweight,112,1,1,1,6,1,1,0,0,79,1,0,0,1,1,0,0,1,0,2016
Enrique Barzola,Kyle Bochniak,2016-08-27,Featherweight,900,55,165,41,141,1,9,1,3,18,0,0,0,0,1,0,0,0,0,2016
Kyle Bochniak,Enrique Barzola,2016-08-27,Featherweight,900,41,141,55,165,1,3,1,9,27,0,0,0,1,1,0,0,0,1,2016
Alessio Di Chirico,Garreth McLellan,2016-08-27,Middleweight,900,61,136,57,139,2,6,2,8,186,0,1,0,1,1,0,0,0,1,2016
Garreth McLellan,Alessio Di Chirico,2016-08-27,Middleweight,900,57,139,61,136,2,8,2,6,223,0,0,1,0,1,0,0,0,0,2016
Alex Ricci,Jeremy Kennedy,2016-08-27,Lightweight,900,28,60,27,71,0,2,5,14,88,0,0,0,0,1,0,0,0,0,2016
Jeremy Kennedy,Alex Ricci,2016-08-27,Lightweight,900,27,71,28,60,5,14,0,2,671,0,0,0,1,1,0,0,0,1,2016
Jim Miller,Joe Lauzon,2016-08-27,Lightweight,900,80,166,54,136,0,3,3,4,8,0,0,0,1,1,0,0,0,1,2016
Joe Lauzon,Jim Miller,2016-08-27,Lightweight,900,54,136,80,166,3,4,0,3,371,1,0,0,0,1,0,0,0,0,2016
Bec Rawlings,Paige VanZant,2016-08-27,Women's Strawweight,317,21,51,25,63,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2016
Paige VanZant,Bec Rawlings,2016-08-27,Women's Strawweight,317,25,63,21,51,0,0,0,0,14,0,1,0,1,1,1,0,0,0,2016
Kevin Casey,Sam Alvey,2016-08-27,Middleweight,596,25,51,59,114,0,2,0,0,156,0,0,2,0,1,0,1,0,0,2016
Sam Alvey,Kevin Casey,2016-08-27,Middleweight,596,59,114,25,51,0,0,0,2,32,0,2,0,1,1,1,0,0,0,2016
Felipe Silva,Shane Campbell,2016-08-27,Lightweight,73,11,25,9,13,0,0,0,0,4,0,1,0,1,1,1,0,0,0,2016
Shane Campbell,Felipe Silva,2016-08-27,Lightweight,73,9,13,11,25,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2016
Alex Caceres,Jason Knight,2017-01-28,Featherweight,561,27,58,31,95,0,0,2,4,1,0,0,0,0,1,0,0,0,0,2017
Jason Knight,Alex Caceres,2017-01-28,Featherweight,561,31,95,27,58,2,4,0,0,205,4,0,0,1,1,0,0,1,0,2017
Alexandre Pantoja,Eric Shelton,2017-01-28,Flyweight,900,37,99,32,93,1,3,4,12,228,2,0,0,1,1,0,0,0,1,2017
Eric Shelton,Alexandre Pantoja,2017-01-28,Flyweight,900,32,93,37,99,4,12,1,3,172,0,0,0,0,1,0,0,0,0,2017
Andrei Arlovski,Francis Ngannou,2017-01-28,Heavyweight,92,3,9,8,13,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2017
Francis Ngannou,Andrei Arlovski,2017-01-28,Heavyweight,92,8,13,3,9,0,0,0,0,3,0,1,0,1,1,1,0,0,0,2017
Bobby Nash,Li Jingliang,2017-01-28,Welterweight,585,39,106,37,75,1,4,0,1,220,2,1,1,0,1,0,1,0,0,2017
Li Jingliang,Bobby Nash,2017-01-28,Welterweight,585,37,75,39,106,0,1,1,4,11,0,1,1,1,1,1,0,0,0,2017
Donald Cerrone,Jorge Masvidal,2017-01-28,Welterweight,360,30,65,58,102,0,1,0,0,0,0,0,2,0,1,0,1,0,0,2017
Jorge Masvidal,Donald Cerrone,2017-01-28,Welterweight,360,58,102,30,65,0,0,0,1,6,0,2,0,1,1,1,0,0,0,2017
Alessio Di Chirico,Eric Spicely,2017-01-28,Middleweight,134,1,2,1,3,0,0,1,3,45,0,0,0,0,1,0,0,0,0,2017
Eric Spicely,Alessio Di Chirico,2017-01-28,Middleweight,134,1,3,1,2,1,3,0,0,51,1,0,0,1,1,0,0,1,0,2017
Henrique da Silva,Jordan Johnson,2017-01-28,Light Heavyweight,900,22,43,39,67,0,0,4,5,20,0,0,0,0,1,0,0,0,0,2017
Jordan Johnson,Henrique da Silva,2017-01-28,Light Heavyweight,900,39,67,22,43,4,5,0,0,581,2,0,0,1,1,0,0,0,1,2017
JC Cottrell,Jason Gonzalez,2017-01-28,Lightweight,234,1,6,4,18,1,1,0,0,158,0,0,0,0,1,0,0,0,0,2017
Jason Gonzalez,JC Cottrell,2017-01-28,Lightweight,234,4,18,1,6,0,0,1,1,7,1,0,0,1,1,0,0,1,0,2017
Jeremy Kimball,Marcos Rogerio de Lima,2017-01-28,Light Heavyweight,147,5,17,12,25,0,0,0,0,18,0,0,0,0,1,0,1,0,0,2017
Marcos Rogerio de Lima,Jeremy Kimball,2017-01-28,Light Heavyweight,147,12,25,5,17,0,0,0,0,4,0,0,0,1,1,1,0,0,0,2017
Nate Marquardt,Sam Alvey,2017-01-28,Middleweight,900,28,65,36,84,1,2,0,1,112,0,0,0,0,1,0,0,0,0,2017
Sam Alvey,Nate Marquardt,2017-01-28,Middleweight,900,36,84,28,65,0,1,1,2,121,0,0,0,1,1,0,0,0,1,2017
Aljamain Sterling,Raphael Assuncao,2017-01-28,Bantamweight,900,52,172,39,101,0,3,0,0,2,0,0,0,0,1,0,0,0,0,2017
Raphael Assuncao,Aljamain Sterling,2017-01-28,Bantamweight,900,39,101,52,172,0,0,0,3,0,0,0,0,1,1,0,0,0,1,2017
Julianna Pena,Valentina Shevchenko,2017-01-28,Women's Bantamweight,569,27,35,13,17,1,5,2,2,361,0,0,0,0,1,0,0,0,0,2017
Valentina Shevchenko,Julianna Pena,2017-01-28,Women's Bantamweight,569,13,17,27,35,2,2,1,5,162,1,0,0,1,1,0,0,1,0,2017
Cole Miller,Nam Phan,2012-08-04,Featherweight,900,143,422,129,366,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2012
Nam Phan,Cole Miller,2012-08-04,Featherweight,900,129,366,143,422,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2012
Jamie Varner,Joe Lauzon,2012-08-04,Lightweight,764,82,177,44,118,2,4,2,5,101,1,1,0,0,1,0,0,0,0,2012
Joe Lauzon,Jamie Varner,2012-08-04,Lightweight,764,44,118,82,177,2,5,2,4,129,1,0,1,1,1,0,0,1,0,2012
John Moraga,Ulysses Gomez,2012-08-04,Flyweight,226,34,63,16,43,0,0,0,5,21,0,1,0,1,1,1,0,0,0,2012
Ulysses Gomez,John Moraga,2012-08-04,Flyweight,226,16,43,34,63,0,5,0,0,23,0,0,1,0,1,0,1,0,0,2012
Josh Grispi,Rani Yahya,2012-08-04,Featherweight,195,6,10,3,9,0,0,1,2,6,0,0,0,0,1,0,0,0,0,2012
Rani Yahya,Josh Grispi,2012-08-04,Featherweight,195,3,9,6,10,1,2,0,0,147,1,0,0,1,1,0,0,1,0,2012
Lyoto Machida,Ryan Bader,2012-08-04,Light Heavyweight,392,21,31,7,32,0,0,0,0,3,0,1,0,1,1,1,0,0,0,2012
Ryan Bader,Lyoto Machida,2012-08-04,Light Heavyweight,392,7,32,21,31,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2012
Manvel Gamburyan,Michihiro Omigawa,2012-08-04,Featherweight,900,52,116,41,94,6,12,0,2,279,0,0,1,1,1,0,0,0,1,2012
Michihiro Omigawa,Manvel Gamburyan,2012-08-04,Featherweight,900,41,94,52,116,0,2,6,12,63,0,1,0,0,1,0,0,0,0,2012
Brandon Vera,Mauricio Rua,2012-08-04,Light Heavyweight,1149,67,106,68,103,1,2,4,7,111,1,0,1,0,1,0,1,0,0,2012
Mauricio Rua,Brandon Vera,2012-08-04,Light Heavyweight,1149,68,103,67,106,4,7,1,2,686,0,1,0,1,1,1,0,0,0,2012
DaMarques Johnson,Mike Swick,2012-08-04,Welterweight,380,17,53,19,41,2,2,1,1,203,0,0,0,0,1,0,1,0,0,2012
Mike Swick,DaMarques Johnson,2012-08-04,Welterweight,380,19,41,17,53,1,1,2,2,13,0,0,0,1,1,1,0,0,0,2012
Phil Davis,Wagner Prado,2012-08-04,Light Heavyweight,88,4,12,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
Wagner Prado,Phil Davis,2012-08-04,Light Heavyweight,88,2,16,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
Oli Thompson,Philip De Fries,2012-08-04,Heavyweight,556,18,35,35,77,0,3,2,6,48,0,0,1,0,1,0,0,0,0,2012
Philip De Fries,Oli Thompson,2012-08-04,Heavyweight,556,35,77,18,35,2,6,0,3,366,1,1,0,1,1,0,0,1,0,2012
Beneil Dariush,Michael Chiesa,2016-04-16,Lightweight,380,27,53,11,52,1,4,1,2,60,0,0,0,0,1,0,0,0,0,2016
Michael Chiesa,Beneil Dariush,2016-04-16,Lightweight,380,11,52,27,53,1,2,1,4,76,2,0,0,1,1,0,0,1,0,2016
Bethe Correia,Raquel Pennington,2016-04-16,Women's Bantamweight,900,66,171,75,130,0,1,0,4,125,0,0,0,0,1,0,0,0,0,2016
Raquel Pennington,Bethe Correia,2016-04-16,Women's Bantamweight,900,75,130,66,171,0,4,0,1,63,0,0,0,1,1,0,0,0,1,2016
Court McGee,Santiago Ponzinibbio,2016-04-16,Welterweight,255,35,95,38,73,0,4,0,0,13,0,0,1,0,1,0,1,0,0,2016
Santiago Ponzinibbio,Court McGee,2016-04-16,Welterweight,255,38,73,35,95,0,0,0,4,8,0,1,0,1,1,1,0,0,0,2016
Cub Swanson,Hacran Dias,2016-04-16,Featherweight,900,83,148,55,131,0,0,0,1,176,0,2,0,1,1,0,0,0,1,2016
Hacran Dias,Cub Swanson,2016-04-16,Featherweight,900,55,131,83,148,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2016
Elizeu Zaleski dos Santos,Omari Akhmedov,2016-04-16,Welterweight,783,72,146,36,105,0,3,3,7,172,1,0,0,1,1,1,0,0,0,2016
Omari Akhmedov,Elizeu Zaleski dos Santos,2016-04-16,Welterweight,783,36,105,72,146,3,7,0,3,78,1,0,0,0,1,0,1,0,0,2016
Glover Teixeira,Rashad Evans,2016-04-16,Light Heavyweight,108,6,17,7,14,0,0,0,0,2,0,1,0,1,1,1,0,0,0,2016
Rashad Evans,Glover Teixeira,2016-04-16,Light Heavyweight,108,7,14,6,17,0,0,0,0,7,0,0,1,0,1,0,1,0,0,2016
John Dodson,Manvel Gamburyan,2016-04-16,Bantamweight,37,16,19,2,2,0,0,0,0,4,0,1,0,1,1,1,0,0,0,2016
Manvel Gamburyan,John Dodson,2016-04-16,Bantamweight,37,2,2,16,19,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2016
Darrell Horcher,Khabib Nurmagomedov,2016-04-16,Catch Weight,518,6,27,75,105,0,0,2,3,0,0,0,0,0,1,0,1,0,0,2016
Khabib Nurmagomedov,Darrell Horcher,2016-04-16,Catch Weight,518,75,105,6,27,2,3,0,0,333,0,0,0,1,1,1,0,0,0,2016
Cezar Ferreira,Oluwale Bamgbose,2016-04-16,Middleweight,900,26,58,20,51,3,5,0,0,409,0,0,1,1,1,0,0,0,1,2016
Oluwale Bamgbose,Cezar Ferreira,2016-04-16,Middleweight,900,20,51,26,58,0,0,3,5,55,0,1,0,0,1,0,0,0,0,2016
Michael Graves,Randy Brown,2016-04-16,Welterweight,451,11,22,10,19,2,7,0,1,328,1,0,0,1,1,0,0,1,0,2016
Randy Brown,Michael Graves,2016-04-16,Welterweight,451,10,19,11,22,0,1,2,7,62,1,0,0,0,1,0,0,0,0,2016
Rose Namajunas,Tecia Pennington,2016-04-16,Women's Strawweight,900,46,156,61,121,2,4,0,1,79,0,0,0,1,1,0,0,0,1,2016
Tecia Pennington,Rose Namajunas,2016-04-16,Women's Strawweight,900,61,121,46,156,0,1,2,4,45,0,0,0,0,1,0,0,0,0,2016
Alan Jouban,Mike Perry,2016-12-17,Welterweight,900,69,133,37,90,2,5,0,0,67,0,1,0,1,1,0,0,0,1,2016
Mike Perry,Alan Jouban,2016-12-17,Welterweight,900,37,90,69,133,0,0,2,5,0,0,0,1,0,1,0,0,0,0,2016
Bojan Velickovic,Sultan Aliev,2016-12-17,Welterweight,900,22,53,15,26,0,1,2,3,24,1,0,0,0,1,0,0,0,0,2016
Sultan Aliev,Bojan Velickovic,2016-12-17,Welterweight,900,15,26,22,53,2,3,0,1,551,0,0,0,1,1,0,0,0,1,2016
Bryan Barberena,Colby Covington,2016-12-17,Welterweight,900,41,111,76,141,0,0,12,17,0,0,0,0,0,1,0,0,0,0,2016
Colby Covington,Bryan Barberena,2016-12-17,Welterweight,900,76,141,41,111,12,17,0,0,545,0,0,0,1,1,0,0,0,1,2016
Cole Miller,Mizuto Hirota,2016-12-17,Featherweight,900,21,60,57,114,0,0,6,7,63,0,0,0,0,1,0,0,0,0,2016
Mizuto Hirota,Cole Miller,2016-12-17,Featherweight,900,57,114,21,60,6,7,0,0,589,0,0,0,1,1,0,0,0,1,2016
Eddie Wineland,Takeya Mizugaki,2016-12-17,Bantamweight,184,9,32,13,40,0,0,0,0,6,0,2,0,1,1,1,0,0,0,2016
Takeya Mizugaki,Eddie Wineland,2016-12-17,Bantamweight,184,13,40,9,32,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2016
Fredy Serrano,Hector Sandoval,2016-12-17,Flyweight,900,22,87,33,67,0,8,2,12,7,0,0,0,0,1,0,0,0,0,2016
Hector Sandoval,Fredy Serrano,2016-12-17,Flyweight,900,33,67,22,87,2,12,0,8,159,2,0,0,1,1,0,0,0,1,2016
Henrique da Silva,Paul Craig,2016-12-17,Light Heavyweight,419,16,24,31,49,1,3,1,2,203,0,0,0,0,1,0,0,0,0,2016
Paul Craig,Henrique da Silva,2016-12-17,Light Heavyweight,419,31,49,16,24,1,2,1,3,128,3,0,0,1,1,0,0,1,0,2016
Alex Morono,James Moontasri,2016-12-17,Welterweight,900,111,186,46,95,0,3,0,0,54,0,0,0,1,1,0,0,0,1,2016
James Moontasri,Alex Morono,2016-12-17,Welterweight,900,46,95,111,186,0,0,0,3,19,0,0,0,0,1,0,0,0,0,2016
Josh Emmett,Scott Holtzman,2016-12-17,Lightweight,900,87,160,65,179,8,12,3,4,239,1,0,0,1,1,0,0,0,1,2016
Scott Holtzman,Josh Emmett,2016-12-17,Lightweight,900,65,179,87,160,3,4,8,12,197,0,0,0,0,1,0,0,0,0,2016
Irene Aldana,Leslie Smith,2016-12-17,Women's Bantamweight,900,108,256,169,401,1,1,0,0,6,0,0,1,0,1,0,0,0,0,2016
Leslie Smith,Irene Aldana,2016-12-17,Women's Bantamweight,900,169,401,108,256,0,0,1,1,18,0,1,0,1,1,0,0,0,1,2016
Michelle Waterson-Gomez,Paige VanZant,2016-12-17,Women's Strawweight,201,12,17,5,12,1,1,0,1,108,2,0,0,1,1,0,0,1,0,2016
Paige VanZant,Michelle Waterson-Gomez,2016-12-17,Women's Strawweight,201,5,12,12,17,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2016
Mickey Gall,Sage Northcutt,2016-12-17,Welterweight,400,9,18,13,23,2,2,0,1,206,3,1,1,1,1,0,0,1,0,2016
Sage Northcutt,Mickey Gall,2016-12-17,Welterweight,400,13,23,9,18,0,1,2,2,64,0,1,1,0,1,0,0,0,0,2016
Brad Pickett,Urijah Faber,2016-12-17,Bantamweight,900,18,65,70,126,1,1,5,10,30,0,0,1,0,1,0,0,0,0,2016
Urijah Faber,Brad Pickett,2016-12-17,Bantamweight,900,70,126,18,65,5,10,1,1,382,1,1,0,1,1,0,0,0,1,2016
Aaron Rosa,Matt Lucas,2011-11-12,Light Heavyweight,900,59,99,19,39,0,0,1,10,53,0,0,0,1,1,0,0,0,1,2011
Matt Lucas,Aaron Rosa,2011-11-12,Light Heavyweight,900,19,39,59,99,1,10,0,0,410,0,0,0,0,1,0,0,0,0,2011
Alex Caceres,Cole Escovedo,2011-11-12,Bantamweight,900,102,174,24,58,0,0,2,4,51,1,0,0,1,1,0,0,0,1,2011
Cole Escovedo,Alex Caceres,2011-11-12,Bantamweight,900,24,58,102,174,2,4,0,0,115,0,0,0,0,1,0,0,0,0,2011
Cain Velasquez,Junior Dos Santos,2011-11-12,Heavyweight,64,7,14,8,13,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2011
Junior Dos Santos,Cain Velasquez,2011-11-12,Heavyweight,64,8,13,7,14,0,0,0,1,8,0,1,0,1,1,1,0,0,0,2011
Benson Henderson,Clay Guida,2011-11-12,Lightweight,900,40,89,11,40,2,7,2,9,447,0,1,0,1,1,0,0,0,1,2011
Clay Guida,Benson Henderson,2011-11-12,Lightweight,900,11,40,40,89,2,9,2,7,167,4,0,1,0,1,0,0,0,0,2011
Cub Swanson,Ricardo Lamas,2011-11-12,Featherweight,436,17,43,9,30,1,1,2,4,42,1,0,0,0,1,0,0,0,0,2011
Ricardo Lamas,Cub Swanson,2011-11-12,Featherweight,436,9,30,17,43,2,4,1,1,175,1,0,0,1,1,0,0,1,0,2011
Clay Harvison,DaMarques Johnson,2011-11-12,Welterweight,94,6,21,6,20,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2011
DaMarques Johnson,Clay Harvison,2011-11-12,Welterweight,94,6,20,6,21,0,0,0,0,2,0,1,0,1,1,1,0,0,0,2011
Dustin Poirier,Pablo Garza,2011-11-12,Featherweight,392,17,47,14,34,1,1,0,2,175,1,0,0,1,1,0,0,1,0,2011
Pablo Garza,Dustin Poirier,2011-11-12,Featherweight,392,14,34,17,47,0,2,1,1,0,1,0,0,0,1,0,0,0,0,2011
Mackens Semerzier,Robert Peralta,2011-11-12,Featherweight,714,50,92,39,99,1,5,0,0,271,0,0,2,0,0,0,0,0,0,2011
Robert Peralta,Mackens Semerzier,2011-11-12,Featherweight,714,39,99,50,92,0,0,1,5,23,0,2,0,0,0,0,0,0,0,2011
Mike Pierce,Paul Bradley,2011-11-12,Welterweight,900,75,144,63,145,0,1,0,4,37,0,0,0,1,1,0,0,0,1,2011
Paul Bradley,Mike Pierce,2011-11-12,Welterweight,900,63,145,75,144,0,4,0,1,64,0,0,0,0,1,0,0,0,0,2011
Darren Uyenoyama,Norifumi Yamamoto,2011-11-12,Bantamweight,900,15,18,15,28,2,3,1,4,348,1,0,0,1,1,0,0,0,1,2011
Norifumi Yamamoto,Darren Uyenoyama,2011-11-12,Bantamweight,900,15,28,15,18,1,4,2,3,250,0,0,0,0,1,0,0,0,0,2011
Brad Tavares,Yoel Romero,2014-04-19,Middleweight,900,21,70,31,48,0,3,7,12,68,0,0,0,0,1,0,0,0,0,2014
Yoel Romero,Brad Tavares,2014-04-19,Middleweight,900,31,48,21,70,7,12,0,3,408,0,0,0,1,1,0,0,0,1,2014
Caio Magalhaes,Luke Zachrich,2014-04-19,Middleweight,44,16,26,3,11,0,0,0,0,3,0,1,0,1,1,1,0,0,0,2014
Luke Zachrich,Caio Magalhaes,2014-04-19,Middleweight,44,3,11,16,26,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2014
Derrick Lewis,Jack May,2014-04-19,Heavyweight,263,22,27,5,6,1,1,1,3,108,0,0,0,1,1,1,0,0,0,2014
Jack May,Derrick Lewis,2014-04-19,Heavyweight,263,5,6,22,27,1,3,1,1,111,0,0,0,0,1,0,1,0,0,2014
Donald Cerrone,Edson Barboza,2014-04-19,Lightweight,195,11,20,28,54,0,1,0,0,22,2,1,0,1,1,0,0,1,0,2014
Edson Barboza,Donald Cerrone,2014-04-19,Lightweight,195,28,54,11,20,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2014
Dustin Ortiz,Ray Borg,2014-04-19,Flyweight,900,46,80,12,27,2,4,5,8,324,0,0,0,1,1,0,0,0,1,2014
Ray Borg,Dustin Ortiz,2014-04-19,Flyweight,900,12,27,46,80,5,8,2,4,359,2,0,0,0,1,0,0,0,0,2014
Alex White,Estevan Payan,2014-04-19,Featherweight,88,20,30,10,23,0,0,0,0,3,0,1,0,1,1,1,0,0,0,2014
Estevan Payan,Alex White,2014-04-19,Featherweight,88,10,23,20,30,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2014
Fabricio Werdum,Travis Browne,2014-04-19,Heavyweight,1500,121,196,60,156,2,6,0,1,303,0,0,0,1,1,0,0,0,1,2014
Travis Browne,Fabricio Werdum,2014-04-19,Heavyweight,1500,60,156,121,196,0,1,2,6,47,0,0,0,0,1,0,0,0,0,2014
Hernani Perpetuo,Jordan Mein,2014-04-19,Welterweight,900,21,93,46,84,0,1,4,4,43,1,0,0,0,1,0,0,0,0,2014
Jordan Mein,Hernani Perpetuo,2014-04-19,Welterweight,900,46,84,21,93,4,4,0,1,192,0,0,0,1,1,0,0,0,1,2014
Jorge Masvidal,Pat Healy,2014-04-19,Lightweight,900,69,95,32,100,1,1,2,14,196,0,0,0,1,1,0,0,0,1,2014
Pat Healy,Jorge Masvidal,2014-04-19,Lightweight,900,32,100,69,95,2,14,1,1,333,0,0,0,0,1,0,0,0,0,2014
Liz Carmouche,Miesha Tate,2014-04-19,Women's Bantamweight,900,18,34,27,57,5,7,1,7,389,0,0,0,0,1,0,0,0,0,2014
Miesha Tate,Liz Carmouche,2014-04-19,Women's Bantamweight,900,27,57,18,34,1,7,5,7,351,2,0,0,1,1,0,0,0,1,2014
Chas Skelly,Mirsad Bektic,2014-04-19,Featherweight,900,19,85,27,90,0,4,2,4,92,0,0,0,0,1,0,0,0,0,2014
Mirsad Bektic,Chas Skelly,2014-04-19,Featherweight,900,27,90,19,85,2,4,0,4,296,0,0,0,1,1,0,0,0,1,2014
Khabib Nurmagomedov,Rafael Dos Anjos,2014-04-19,Lightweight,900,36,97,20,56,6,12,0,1,587,0,0,0,1,1,0,0,0,1,2014
Rafael Dos Anjos,Khabib Nurmagomedov,2014-04-19,Lightweight,900,20,56,36,97,0,1,6,12,14,0,0,0,0,1,0,0,0,0,2014
Seth Baczynski,Thiago Alves,2014-04-19,Welterweight,900,90,335,116,236,0,8,0,1,46,0,0,0,0,1,0,0,0,0,2014
Thiago Alves,Seth Baczynski,2014-04-19,Welterweight,900,116,236,90,335,0,1,0,8,4,0,0,0,1,1,0,0,0,1,2014
Andy Ogle,Josh Grispi,2013-02-16,Featherweight,900,19,42,7,26,2,2,1,2,792,0,0,0,1,1,0,0,0,1,2013
Josh Grispi,Andy Ogle,2013-02-16,Featherweight,900,7,26,19,42,1,2,2,2,19,2,0,0,0,1,0,0,0,0,2013
Che Mills,Matthew Riddle,2013-02-16,Welterweight,900,28,50,23,40,0,1,5,14,31,0,0,0,0,0,0,0,0,0,2013
Matthew Riddle,Che Mills,2013-02-16,Welterweight,900,23,40,28,50,5,14,0,1,677,0,0,0,0,0,0,0,0,0,2013
Cub Swanson,Dustin Poirier,2013-02-16,Featherweight,900,58,126,58,140,2,2,2,9,181,0,0,0,1,1,0,0,0,1,2013
Dustin Poirier,Cub Swanson,2013-02-16,Featherweight,900,58,140,58,126,2,9,2,2,241,0,0,0,0,1,0,0,0,0,2013
Gunnar Nelson,Jorge Santiago,2013-02-16,Welterweight,900,42,80,43,123,2,4,0,0,338,0,0,0,1,1,0,0,0,1,2013
Jorge Santiago,Gunnar Nelson,2013-02-16,Welterweight,900,43,123,42,80,0,0,2,4,12,0,0,0,0,1,0,0,0,0,2013
James Te Huna,Ryan Jimmo,2013-02-16,Light Heavyweight,900,49,79,34,52,2,5,0,2,398,0,0,1,1,1,0,0,0,1,2013
Ryan Jimmo,James Te Huna,2013-02-16,Light Heavyweight,900,34,52,49,79,0,2,2,5,379,0,1,0,0,1,0,0,0,0,2013
Cyrille Diabate,Jimi Manuwa,2013-02-16,Light Heavyweight,300,9,14,18,36,0,0,3,3,19,0,0,0,0,1,0,1,0,0,2013
Jimi Manuwa,Cyrille Diabate,2013-02-16,Light Heavyweight,300,18,36,9,14,3,3,0,0,143,0,0,0,1,1,1,0,0,0,2013
Danny Castillo,Paul Sass,2013-02-16,Lightweight,900,38,67,4,23,4,6,0,0,733,0,0,0,1,1,0,0,0,1,2013
Paul Sass,Danny Castillo,2013-02-16,Lightweight,900,4,23,38,67,0,0,4,6,0,5,0,0,0,1,0,0,0,0,2013
Phil Harris,Ulysses Gomez,2013-02-16,Flyweight,900,33,150,35,159,1,1,0,3,9,0,0,0,1,1,0,0,0,1,2013
Ulysses Gomez,Phil Harris,2013-02-16,Flyweight,900,35,159,33,150,0,3,1,1,7,0,0,0,0,1,0,0,0,0,2013
